"GTEXID","Age","PTGES2"
"GTEX-17HII-1026-SM-7IGLY","50-59",-0.839565355051054
"GTEX-18465-1626-SM-7LG6N","50-59",-0.932661751815628
"GTEX-18A7A-1526-SM-72D69","50-59",0.0420880941134858
"GTEX-1A32A-0826-SM-72D5C","50-59",0.223302783233956
"GTEX-1A8FM-1226-SM-7IGMD","50-59",0.304965304726505
"GTEX-1AMFI-0826-SM-731DV","50-59",0.526623211945395
"GTEX-1B8SG-1326-SM-79ONT","50-59",0.0456540773770937
"GTEX-1B933-1226-SM-731DW","50-59",-0.077372764758987
"GTEX-1C6VQ-1626-SM-79OO1","50-59",1.60513784933659
"GTEX-1E2YA-1226-SM-7MGY3","50-59",1.0493243835516
"GTEX-1F75A-1626-SM-9JGGT","50-59",-3.84382780681252
"GTEX-1GN1U-0926-SM-9WPPY","50-59",-0.206903889678352
"GTEX-1GZ4I-1526-SM-9OSW9","50-59",-0.267177850340316
"GTEX-1HB9E-0626-SM-AHZ4K","50-59",0.19549949131618
"GTEX-1HBPI-1026-SM-AHZ4N","50-59",-0.314314598915365
"GTEX-1HCU7-1726-SM-B2LX9","50-59",0.125765646024656
"GTEX-1HCVE-1526-SM-B2LWW","50-59",-0.134525753178094
"GTEX-1ICLY-1526-SM-C1YS4","50-59",0.526700878780493
"GTEX-1JMLX-1326-SM-CXZJO","50-59",-0.506265837806949
"GTEX-1K9T9-0726-SM-CXZJZ","50-59",1.12750828325424
"GTEX-1KAFJ-0726-SM-CXZKF","50-59",-0.139199988972075
"GTEX-1KANB-2226-SM-DHXJW","50-59",0.737422913081622
"GTEX-1KD5A-1226-SM-CXZK7","50-59",-0.152008400914743
"GTEX-1LB8K-1926-SM-HLJQQ","50-59",-0.947686871059616
"GTEX-1LGRB-0626-SM-CNNQH","50-59",1.58143125222236
"GTEX-1LH75-0926-SM-EAZ5C","50-59",1.89180112039764
"GTEX-1LSNL-2026-SM-HLJQ4","50-59",-0.667804930853967
"GTEX-1OJC4-1126-SM-HLJQI","50-59",-0.721585056394664
"GTEX-1QP66-0226-SM-DPRXS","50-59",-0.248338327559366
"GTEX-1S3DN-1126-SM-HLJQO","50-59",-0.0691185222539039
"GTEX-O5YW-0826-SM-HK7A3","50-59",0.689095466669654
"GTEX-OHPM-0826-SM-HLJRC","50-59",-0.126099154370626
"GTEX-OXRK-1226-SM-HLJR8","50-59",-0.678940174251278
"GTEX-QDVN-0826-SM-48TZ2","50-59",1.3174974443338
"GTEX-QEL4-1226-SM-447A4","50-59",0.961810956178638
"GTEX-QV44-0326-SM-C1YQX","50-59",-0.56713516675083
"GTEX-QXCU-1826-SM-HLJS6","50-59",1.02074890269641
"GTEX-R53T-0326-SM-48FEC","50-59",1.48480871789035
"GTEX-RM2N-1926-SM-48FCU","50-59",0.401222134312416
"GTEX-RN64-1826-SM-48FDV","50-59",-0.145520430770139
"GTEX-RNOR-1426-SM-48FDJ","50-59",-1.0600735482703
"GTEX-RU72-1426-SM-46MUF","50-59",0.167305384548629
"GTEX-S32W-1926-SM-4AD63","50-59",0.0456540773770937
"GTEX-S7SE-1326-SM-HLJRN","50-59",0.340150676671788
"GTEX-SIU8-1226-SM-HLJRG","50-59",1.15504579663318
"GTEX-T6MN-1226-SM-3NMA5","50-59",-0.0559347302899875
"GTEX-TKQ2-1726-SM-4DXUP","50-59",-0.130223218348101
"GTEX-VUSG-0126-SM-4KL1X","50-59",-0.958521094422236
"GTEX-WK11-1326-SM-4M9QU","50-59",-1.57293005749347
"GTEX-WL46-1726-SM-HAUZC","50-59",0.156316201876026
"GTEX-WVLH-2126-SM-EYYWD","50-59",-0.507457727572359
"GTEX-WWYW-1026-SM-GQ1CM","50-59",-1.74851734023481
"GTEX-WY7C-0726-SM-4ONCB","50-59",0.91282101482598
"GTEX-X261-1726-SM-4PQYT","50-59",-0.398985186471311
"GTEX-XBEC-1526-SM-4AT68","50-59",-0.0727718024463494
"GTEX-XPVG-1126-SM-HLJRE","50-59",0.765797674469596
"GTEX-XXEK-1126-SM-4BRUX","50-59",0.636167331184973
"GTEX-Y111-0726-SM-EYYVM","50-59",-0.952686432332651
"GTEX-Y3IK-0326-SM-HLJRD","50-59",0.553642442973739
"GTEX-ZAB5-0426-SM-5CVMI","50-59",-0.611330259473264
"GTEX-ZEX8-0826-SM-4WKHK","50-59",0.369292740950951
"GTEX-ZF2S-3026-SM-4WWCH","50-59",-0.834190669784734
"GTEX-ZVP2-0626-SM-51MSO","50-59",0.528471157225544
"GTEX-ZVT4-0626-SM-5E45T","50-59",-0.663083951669329
"GTEX-ZZPU-0426-SM-5GZYH","50-59",0.752668308886674
"GTEX-111FC-1226-SM-HAV27","60-69",-1.67965834033572
"GTEX-11DXY-0526-SM-5EGGQ","60-69",-0.80707399967789
"GTEX-11EMC-0326-SM-HAV2K","60-69",1.52857876762152
"GTEX-11GSP-0626-SM-5986T","60-69",-1.3700326895052
"GTEX-11NV4-1326-SM-5HL6V","60-69",-1.03140704624761
"GTEX-11OF3-0726-SM-5BC4Z","60-69",-0.480675077137778
"GTEX-11TUW-1726-SM-5BC5C","60-69",0.0946257697451444
"GTEX-11WQC-0726-SM-5EQMR","60-69",-0.491869344661909
"GTEX-11ZTS-1426-SM-5EQMM","60-69",-0.6283655962405
"GTEX-1212Z-0226-SM-59HLF","60-69",0.107666853014302
"GTEX-12696-0826-SM-5EGGE","60-69",1.92229918191096
"GTEX-1269C-0626-SM-5FQSS","60-69",-0.612271725923034
"GTEX-12WSD-1426-SM-5GCN9","60-69",-0.827551455962827
"GTEX-12WSM-0726-SM-5GCOW","60-69",-1.03140704624761
"GTEX-12ZZZ-1326-SM-59HKW","60-69",-5.11371464251252
"GTEX-13113-1326-SM-5GCOI","60-69",0.906422639407378
"GTEX-131YS-1626-SM-5HL6C","60-69",-1.23608316527011
"GTEX-132NY-0926-SM-5P9G3","60-69",0.907700623415657
"GTEX-1399T-0826-SM-5IFES","60-69",-0.271533991831527
"GTEX-139TS-1426-SM-5IFJD","60-69",0.874800770051422
"GTEX-139TU-0826-SM-5IJFG","60-69",-0.119301624905797
"GTEX-13FTZ-0726-SM-5IFFY","60-69",-0.062763779163505
"GTEX-13G51-0626-SM-HK7AV","60-69",0.829412675240418
"GTEX-13N2G-0926-SM-5IFGJ","60-69",-0.479386023685289
"GTEX-13O1R-2026-SM-5KM3N","60-69",0.0456540773770937
"GTEX-13O3O-1826-SM-5IFGW","60-69",0.0819061392631904
"GTEX-13PVR-0126-SM-5S2PY","60-69",1.19914676573164
"GTEX-13QJC-0726-SM-5RQJK","60-69",-0.703408390005646
"GTEX-13S7M-1126-SM-HAV2A","60-69",0.0417793932399539
"GTEX-145MO-2326-SM-5NQ9K","60-69",-0.558948487658101
"GTEX-14753-1626-SM-5NQ9L","60-69",-1.29161556984472
"GTEX-147GR-1326-SM-7IGLB","60-69",-0.814411188752341
"GTEX-147JS-1126-SM-5RQIW","60-69",-0.00948893018326733
"GTEX-148VI-0626-SM-5TDDH","60-69",2.03414419001524
"GTEX-1497J-0726-SM-5Q5D1","60-69",2.01573932741033
"GTEX-14DAQ-1726-SM-5S2R2","60-69",-0.65473151706233
"GTEX-14PJO-1726-SM-68719","60-69",1.60994079619577
"GTEX-14XAO-0226-SM-68728","60-69",0.674600348972107
"GTEX-15CHQ-0926-SM-HAV1W","60-69",-0.519902349599898
"GTEX-15DYW-1326-SM-6LPIV","60-69",-0.0434785827011988
"GTEX-16MT8-2126-SM-HAV1Q","60-69",0.322632729348905
"GTEX-16Z82-1426-SM-HAV2I","60-69",0.411346699802068
"GTEX-18A66-2026-SM-7189C","60-69",0.17931571215437
"GTEX-18A6Q-2026-SM-718AQ","60-69",0.234569782062569
"GTEX-18D9B-1526-SM-7KFRK","60-69",0.501826023927142
"GTEX-1A8G7-1126-SM-731ED","60-69",-0.760705713650089
"GTEX-1AX8Z-1026-SM-7189R","60-69",-0.114485355986637
"GTEX-1AX9I-1626-SM-72D5D","60-69",-0.602556970836689
"GTEX-1B8L1-0726-SM-7P8RT","60-69",-0.390853880417584
"GTEX-1B996-1426-SM-7EPIA","60-69",1.61476913930753
"GTEX-1CB4F-1726-SM-7MGXH","60-69",1.1909309080573
"GTEX-1CB4J-0726-SM-7IGN8","60-69",0.0456540773770937
"GTEX-1EH9U-1126-SM-7IGLU","60-69",0.0242238614426441
"GTEX-1EKGG-1226-SM-7IGNO","60-69",0.0662707892065547
"GTEX-1GF9V-1226-SM-7MKGY","60-69",-1.82891914562176
"GTEX-1GF9W-0826-SM-7MKHI","60-69",1.02491907537338
"GTEX-1GN2E-0926-SM-9WPOH","60-69",0.0496145007603475
"GTEX-1GN73-1126-SM-9OSW5","60-69",-0.00858441781975183
"GTEX-1H1CY-1026-SM-HLJS4","60-69",-0.672464525721249
"GTEX-1H23P-1826-SM-GA91S","60-69",1.6372026363082
"GTEX-1HCU6-2026-SM-GA91U","60-69",1.14673765701499
"GTEX-1I1GR-1526-SM-CNNQE","60-69",-2.13293822730681
"GTEX-1I1GV-1026-SM-GA8Z8","60-69",0.0839849163411993
"GTEX-1I1HK-1126-SM-AHZ2L","60-69",-0.0602480419608089
"GTEX-1IKJJ-1526-SM-C1YSC","60-69",0.0641620848265096
"GTEX-1IKK5-0326-SM-C1YPY","60-69",-0.37536105617859
"GTEX-1J8EW-1626-SM-C1YQ8","60-69",-0.367187733569761
"GTEX-1JJ6O-0826-SM-CXZJL","60-69",-1.05606185259842
"GTEX-1JJEA-1526-SM-CNNPK","60-69",-1.34069481977449
"GTEX-1NV8Z-1626-SM-DPRYT","60-69",1.20545669317132
"GTEX-1PPGY-2226-SM-F2I29","60-69",0.814115736058307
"GTEX-1QCLZ-1226-SM-EAZ49","60-69",0.718380740942021
"GTEX-1RQEC-1126-SM-EAZ5E","60-69",-1.3309014705585
"GTEX-1RQED-0726-SM-HLJQL","60-69",-1.07979312306273
"GTEX-1S5VW-1826-SM-EAZ53","60-69",-1.03759740647785
"GTEX-N7MS-1825-SM-HLJR9","60-69",-2.32670473671679
"GTEX-O5YV-0726-SM-EV798","60-69",-0.373056240834639
"GTEX-OIZF-0826-SM-7MKH9","60-69",0.227838436901496
"GTEX-OOBJ-0826-SM-3NB2K","60-69",-0.175777976604465
"GTEX-REY6-1226-SM-48FDR","60-69",1.73534174043603
"GTEX-RTLS-1326-SM-46MUN","60-69",0.17025134554369
"GTEX-S4Z8-0526-SM-4AD4T","60-69",0.647916092880017
"GTEX-SJXC-1226-SM-4DM78","60-69",0.0492159684963105
"GTEX-UTHO-2426-SM-4JBHD","60-69",0.129722312896814
"GTEX-WQUQ-1926-SM-4M9QM","60-69",0.974705062186018
"GTEX-X4EO-1126-SM-4QARQ","60-69",1.33491805369847
"GTEX-X4EP-1026-SM-4QAS5","60-69",1.26964595820497
"GTEX-X4XY-1626-SM-46MVN","60-69",1.26177419565619
"GTEX-Y5V5-0926-SM-4VBPZ","60-69",-0.161610733908109
"GTEX-YECK-1926-SM-4W21H","60-69",-0.0108739016069564
"GTEX-ZF29-2026-SM-DNZYW","60-69",1.03187013770669
"GTEX-ZVT3-1626-SM-5GU66","60-69",0.328069072172505
"GTEX-ZYY3-0626-SM-5NQ6W","60-69",0.377550410788324
