"GTEXID","Age","PTGES3"
"GTEX-RNOR-1426-SM-48FDJ","50-59",5.473413529
"GTEX-RU72-1426-SM-46MUF","50-59",6.530297082
"GTEX-S32W-1926-SM-4AD63","50-59",6.993979985
"GTEX-S7SE-1326-SM-HLJRN","50-59",5.607010666
"GTEX-SIU8-1226-SM-HLJRG","50-59",5.923175333
"GTEX-T6MN-1226-SM-3NMA5","50-59",6.279107233
"GTEX-TKQ2-1726-SM-4DXUP","50-59",6.704512352
"GTEX-VUSG-0126-SM-4KL1X","50-59",6.295036038
"GTEX-WK11-1326-SM-4M9QU","50-59",4.586608638
"GTEX-WL46-1726-SM-HAUZC","50-59",5.414727512
"GTEX-WVLH-2126-SM-EYYWD","50-59",5.138368062
"GTEX-WWYW-1026-SM-GQ1CM","50-59",6.060272247
"GTEX-WY7C-0726-SM-4ONCB","50-59",6.743178329
"GTEX-X261-1726-SM-4PQYT","50-59",5.941791804
"GTEX-XBEC-1526-SM-4AT68","50-59",5.365594563
"GTEX-XPVG-1126-SM-HLJRE","50-59",5.992120341
"GTEX-XXEK-1126-SM-4BRUX","50-59",6.812305682
"GTEX-Y111-0726-SM-EYYVM","50-59",5.636717414
"GTEX-Y3IK-0326-SM-HLJRD","50-59",6.484879272
"GTEX-ZAB5-0426-SM-5CVMI","50-59",6.442543797
"GTEX-ZEX8-0826-SM-4WKHK","50-59",6.443039672
"GTEX-ZF2S-3026-SM-4WWCH","50-59",6.199289538
"GTEX-ZVP2-0626-SM-51MSO","50-59",5.969564958
"GTEX-ZVT4-0626-SM-5E45T","50-59",6.497946018
"GTEX-ZZPU-0426-SM-5GZYH","50-59",6.016999892
"GTEX-111FC-1226-SM-HAV27","60-69",4.765593089
"GTEX-11DXY-0526-SM-5EGGQ","60-69",5.510772078
"GTEX-11EMC-0326-SM-HAV2K","60-69",6.525804231
"GTEX-11GSP-0626-SM-5986T","60-69",6.144148367
"GTEX-11NV4-1326-SM-5HL6V","60-69",5.46320065
"GTEX-11OF3-0726-SM-5BC4Z","60-69",6.388318713
"GTEX-11TUW-1726-SM-5BC5C","60-69",5.943473637
"GTEX-11WQC-0726-SM-5EQMR","60-69",6.591546282
"GTEX-11ZTS-1426-SM-5EQMM","60-69",5.827648838
"GTEX-1212Z-0226-SM-59HLF","60-69",6.469055667
"GTEX-12696-0826-SM-5EGGE","60-69",5.715487075
"GTEX-1269C-0626-SM-5FQSS","60-69",6.21640054
"GTEX-12WSD-1426-SM-5GCN9","60-69",5.754136571
"GTEX-12WSM-0726-SM-5GCOW","60-69",5.590233724
"GTEX-12ZZZ-1326-SM-59HKW","60-69",4.306612224
"GTEX-13113-1326-SM-5GCOI","60-69",5.589826394
"GTEX-131YS-1626-SM-5HL6C","60-69",5.882310458
"GTEX-132NY-0926-SM-5P9G3","60-69",6.324369593
"GTEX-1399T-0826-SM-5IFES","60-69",6.282584364
"GTEX-139TS-1426-SM-5IFJD","60-69",6.551740556
"GTEX-139TU-0826-SM-5IJFG","60-69",5.854319868
"GTEX-13FTZ-0726-SM-5IFFY","60-69",6.179658338
"GTEX-13G51-0626-SM-HK7AV","60-69",6.638699449
"GTEX-13N2G-0926-SM-5IFGJ","60-69",6.255566824
"GTEX-13O1R-2026-SM-5KM3N","60-69",6.581545582
"GTEX-13O3O-1826-SM-5IFGW","60-69",5.295858914
"GTEX-13PVR-0126-SM-5S2PY","60-69",6.485550803
"GTEX-13QJC-0726-SM-5RQJK","60-69",6.591371244
"GTEX-13S7M-1126-SM-HAV2A","60-69",5.768332557
"GTEX-145MO-2326-SM-5NQ9K","60-69",5.699387832
"GTEX-14753-1626-SM-5NQ9L","60-69",5.450673505
"GTEX-147GR-1326-SM-7IGLB","60-69",6.018887834
"GTEX-147JS-1126-SM-5RQIW","60-69",6.632275487
"GTEX-148VI-0626-SM-5TDDH","60-69",6.619232516
"GTEX-1497J-0726-SM-5Q5D1","60-69",6.103308793
"GTEX-14DAQ-1726-SM-5S2R2","60-69",5.878492393
"GTEX-14PJO-1726-SM-68719","60-69",5.553615472
"GTEX-14XAO-0226-SM-68728","60-69",6.516683374
"GTEX-15CHQ-0926-SM-HAV1W","60-69",5.188092285
"GTEX-15DYW-1326-SM-6LPIV","60-69",6.028856425
"GTEX-16MT8-2126-SM-HAV1Q","60-69",5.688558051
"GTEX-16Z82-1426-SM-HAV2I","60-69",6.108436638
"GTEX-18A66-2026-SM-7189C","60-69",6.562216471
"GTEX-18A6Q-2026-SM-718AQ","60-69",6.4861834
"GTEX-18D9B-1526-SM-7KFRK","60-69",6.711632562
"GTEX-1A8G7-1126-SM-731ED","60-69",6.602381159
"GTEX-1AX8Z-1026-SM-7189R","60-69",6.809028508
"GTEX-1AX9I-1626-SM-72D5D","60-69",5.784140122
"GTEX-1B8L1-0726-SM-7P8RT","60-69",6.074053667
"GTEX-1B996-1426-SM-7EPIA","60-69",5.645747765
"GTEX-1CB4F-1726-SM-7MGXH","60-69",6.569998352
"GTEX-1CB4J-0726-SM-7IGN8","60-69",5.824024424
"GTEX-1EH9U-1126-SM-7IGLU","60-69",5.904992203
"GTEX-1EKGG-1226-SM-7IGNO","60-69",5.428788939
"GTEX-1GF9V-1226-SM-7MKGY","60-69",5.494962758
"GTEX-1GF9W-0826-SM-7MKHI","60-69",6.143228094
"GTEX-1GN2E-0926-SM-9WPOH","60-69",6.626481482
"GTEX-1GN73-1126-SM-9OSW5","60-69",5.920822064
"GTEX-1H1CY-1026-SM-HLJS4","60-69",6.372100643
"GTEX-1H23P-1826-SM-GA91S","60-69",5.810733567
"GTEX-1HCU6-2026-SM-GA91U","60-69",5.756924538
"GTEX-1I1GR-1526-SM-CNNQE","60-69",5.463033855
"GTEX-1I1GV-1026-SM-GA8Z8","60-69",5.63691748
"GTEX-1I1HK-1126-SM-AHZ2L","60-69",5.839707698
"GTEX-1IKJJ-1526-SM-C1YSC","60-69",5.893488417
"GTEX-1IKK5-0326-SM-C1YPY","60-69",6.901156525
"GTEX-1J8EW-1626-SM-C1YQ8","60-69",5.747787496
"GTEX-1JJ6O-0826-SM-CXZJL","60-69",6.250840334
"GTEX-1JJEA-1526-SM-CNNPK","60-69",5.867634581
"GTEX-1NV8Z-1626-SM-DPRYT","60-69",6.222932043
"GTEX-1PPGY-2226-SM-F2I29","60-69",6.676225088
"GTEX-1QCLZ-1226-SM-EAZ49","60-69",6.791488517
"GTEX-1RQEC-1126-SM-EAZ5E","60-69",5.342679184
"GTEX-1RQED-0726-SM-HLJQL","60-69",6.007718025
"GTEX-1S5VW-1826-SM-EAZ53","60-69",6.20930129
"GTEX-N7MS-1825-SM-HLJR9","60-69",4.05264195
"GTEX-O5YV-0726-SM-EV798","60-69",6.060272247
"GTEX-OIZF-0826-SM-7MKH9","60-69",6.959086196
"GTEX-OOBJ-0826-SM-3NB2K","60-69",6.356524158
"GTEX-REY6-1226-SM-48FDR","60-69",6.262213264
"GTEX-RTLS-1326-SM-46MUN","60-69",5.934523578
"GTEX-S4Z8-0526-SM-4AD4T","60-69",6.282569538
"GTEX-SJXC-1226-SM-4DM78","60-69",5.616395928
"GTEX-UTHO-2426-SM-4JBHD","60-69",6.060272247
"GTEX-WQUQ-1926-SM-4M9QM","60-69",5.976285724
"GTEX-X4EO-1126-SM-4QARQ","60-69",5.50246109
"GTEX-X4EP-1026-SM-4QAS5","60-69",5.753203375
"GTEX-X4XY-1626-SM-46MVN","60-69",6.501461438
"GTEX-Y5V5-0926-SM-4VBPZ","60-69",6.442130715
"GTEX-YECK-1926-SM-4W21H","60-69",5.640192868
"GTEX-ZF29-2026-SM-DNZYW","60-69",6.165980254
"GTEX-ZVT3-1626-SM-5GU66","60-69",6.050362384
"GTEX-ZYY3-0626-SM-5NQ6W","60-69",6.668516288
